Well abstraction for each category (m3/s) constant since the previous breakpoint. Y,M,D,H,min,Qn. Daily Abstraction at Cornhow Jan 2010 to Sept 2018. Oct 2018 abs duplicated from end of Sept to allow SHETRAN to run 1st Oct 2018
2017	3	2	0	0	0.235
2017	3	3	0	0	0.236
2017	3	4	0	0	0.236
2017	3	5	0	0	0.236
2017	3	6	0	0	0.229
2017	3	7	0	0	0.237
2017	3	8	0	0	0.234
2017	3	9	0	0	0.240
2017	3	10	0	0	0.235
2017	3	11	0	0	0.235
2017	3	12	0	0	0.235
2017	3	13	0	0	0.231
2017	3	14	0	0	0.236
2017	3	15	0	0	0.232
2017	3	16	0	0	0.233
2017	3	17	0	0	0.235
2017	3	18	0	0	0.235
2017	3	19	0	0	0.235
2017	3	20	0	0	0.223
2017	3	21	0	0	0.241
2017	3	22	0	0	0.227
2017	3	23	0	0	0.235
2017	3	24	0	0	0.226
2017	3	25	0	0	0.226
2017	3	26	0	0	0.226
2017	3	27	0	0	0.226
2017	3	28	0	0	0.211
2017	3	29	0	0	0.196
2017	3	30	0	0	0.191
2017	3	31	0	0	0.198
2017	4	1	0	0	0.198
2017	4	2	0	0	0.198
2017	4	3	0	0	0.198
2017	4	4	0	0	0.190
2017	4	5	0	0	0.178
2017	4	6	0	0	0.197
2017	4	7	0	0	0.248
2017	4	8	0	0	0.248
2017	4	9	0	0	0.248
2017	4	10	0	0	0.148
2017	4	11	0	0	0.232
2017	4	12	0	0	0.200
2017	4	13	0	0	0.191
2017	4	14	0	0	0.191
2017	4	15	0	0	0.191
2017	4	16	0	0	0.191
2017	4	17	0	0	0.191
2017	4	18	0	0	0.186
2017	4	19	0	0	0.207
2017	4	20	0	0	0.206
2017	4	21	0	0	0.189
2017	4	22	0	0	0.189
2017	4	23	0	0	0.189
2017	4	24	0	0	0.172
2017	4	25	0	0	0.222
2017	4	26	0	0	0.229
2017	4	27	0	0	0.169
2017	4	28	0	0	0.204
2017	4	29	0	0	0.204
2017	4	30	0	0	0.204
2017	5	1	0	0	0.204
2017	5	2	0	0	0.207
2017	5	3	0	0	0.191
2017	5	4	0	0	0.215
2017	5	5	0	0	0.242
2017	5	6	0	0	0.242
2017	5	7	0	0	0.242
2017	5	8	0	0	0.247
2017	5	9	0	0	0.264
2017	5	10	0	0	0.264
2017	5	11	0	0	0.261
2017	5	12	0	0	0.230
2017	5	13	0	0	0.230
2017	5	14	0	0	0.230
2017	5	15	0	0	0.208
2017	5	16	0	0	0.231
2017	5	17	0	0	0.211
2017	5	18	0	0	0.199
2017	5	19	0	0	0.189
2017	5	20	0	0	0.189
2017	5	21	0	0	0.189
2017	5	22	0	0	0.206
2017	5	23	0	0	0.199
2017	5	24	0	0	0.225
2017	5	25	0	0	0.235
2017	5	26	0	0	0.202
2017	5	27	0	0	0.202
2017	5	28	0	0	0.202
2017	5	29	0	0	0.202
2017	5	30	0	0	0.195
2017	5	31	0	0	0.214
2017	6	1	0	0	0.206
2017	6	2	0	0	0.204
2017	6	3	0	0	0.204
2017	6	4	0	0	0.204
2017	6	5	0	0	0.202
2017	6	6	0	0	0.202
2017	6	7	0	0	0.203
2017	6	8	0	0	0.192
2017	6	9	0	0	0.193
2017	6	10	0	0	0.193
2017	6	11	0	0	0.193
2017	6	12	0	0	0.233
2017	6	13	0	0	0.178
2017	6	14	0	0	0.241
2017	6	15	0	0	0.172
2017	6	16	0	0	0.215
2017	6	17	0	0	0.215
2017	6	18	0	0	0.215
2017	6	19	0	0	0.219
2017	6	20	0	0	0.169
2017	6	21	0	0	0.213
2017	6	22	0	0	0.215
2017	6	23	0	0	0.220
2017	6	24	0	0	0.220
2017	6	25	0	0	0.220
2017	6	26	0	0	0.259
2017	6	27	0	0	0.188
2017	6	28	0	0	0.277
2017	6	29	0	0	0.197
2017	6	30	0	0	0.230
2017	7	1	0	0	0.230
2017	7	2	0	0	0.230
2017	7	3	0	0	0.240
2017	7	4	0	0	0.217
2017	7	5	0	0	0.225
2017	7	6	0	0	0.238
2017	7	7	0	0	0.232
2017	7	8	0	0	0.232
2017	7	9	0	0	0.232
2017	7	10	0	0	0.232
2017	7	11	0	0	0.233
2017	7	12	0	0	0.246
2017	7	13	0	0	0.240
2017	7	14	0	0	0.251
2017	7	15	0	0	0.251
2017	7	16	0	0	0.251
2017	7	17	0	0	0.232
2017	7	18	0	0	0.263
2017	7	19	0	0	0.238
2017	7	20	0	0	0.229
2017	7	21	0	0	0.218
2017	7	22	0	0	0.218
2017	7	23	0	0	0.218
2017	7	24	0	0	0.245
2017	7	25	0	0	0.256
2017	7	26	0	0	0.225
2017	7	27	0	0	0.230
2017	7	28	0	0	0.227
2017	7	29	0	0	0.227
2017	7	30	0	0	0.227
2017	7	31	0	0	0.227
2017	8	1	0	0	0.192
2017	8	2	0	0	0.264
2017	8	3	0	0	0.212
2017	8	4	0	0	0.223
2017	8	5	0	0	0.223
2017	8	6	0	0	0.223
2017	8	7	0	0	0.234
2017	8	8	0	0	0.226
2017	8	9	0	0	0.237
2017	8	10	0	0	0.201
2017	8	11	0	0	0.238
2017	8	12	0	0	0.238
2017	8	13	0	0	0.238
2017	8	14	0	0	0.217
2017	8	15	0	0	0.232
2017	8	16	0	0	0.206
2017	8	17	0	0	0.234
2017	8	18	0	0	0.229
2017	8	19	0	0	0.229
2017	8	20	0	0	0.229
2017	8	21	0	0	0.218
2017	8	22	0	0	0.220
2017	8	23	0	0	0.224
2017	8	24	0	0	0.233
2017	8	25	0	0	0.220
2017	8	26	0	0	0.220
2017	8	27	0	0	0.220
2017	8	28	0	0	0.220
2017	8	29	0	0	0.223
2017	8	30	0	0	0.242
2017	8	31	0	0	0.211
2017	9	1	0	0	0.225
2017	9	2	0	0	0.225
2017	9	3	0	0	0.225
2017	9	4	0	0	0.213
2017	9	5	0	0	0.218
2017	9	6	0	0	0.221
2017	9	7	0	0	0.232
2017	9	8	0	0	0.211
2017	9	9	0	0	0.211
2017	9	10	0	0	0.211
2017	9	11	0	0	0.224
2017	9	12	0	0	0.220
2017	9	13	0	0	0.219
2017	9	14	0	0	0.227
2017	9	15	0	0	0.224
2017	9	16	0	0	0.224
2017	9	17	0	0	0.224
2017	9	18	0	0	0.208
2017	9	19	0	0	0.235
2017	9	20	0	0	0.213
2017	9	21	0	0	0.219
2017	9	22	0	0	0.222
2017	9	23	0	0	0.222
2017	9	24	0	0	0.222
2017	9	25	0	0	0.221
2017	9	26	0	0	0.217
2017	9	27	0	0	0.216
2017	9	28	0	0	0.191
2017	9	29	0	0	0.224
2017	9	30	0	0	0.224
2017	10	1	0	0	0.224
2017	10	2	0	0	0.210
2017	10	3	0	0	0.231
2017	10	4	0	0	0.201
2017	10	5	0	0	0.214
2017	10	6	0	0	0.222
2017	10	7	0	0	0.222
2017	10	8	0	0	0.222
2017	10	9	0	0	0.209
2017	10	10	0	0	0.227
2017	10	11	0	0	0.191
2017	10	12	0	0	0.258
2017	10	13	0	0	0.215
2017	10	14	0	0	0.215
2017	10	15	0	0	0.215
2017	10	16	0	0	0.219
2017	10	17	0	0	0.223
2017	10	18	0	0	0.226
2017	10	19	0	0	0.225
2017	10	20	0	0	0.221
2017	10	21	0	0	0.221
2017	10	22	0	0	0.221
2017	10	23	0	0	0.208
2017	10	24	0	0	0.233
2017	10	25	0	0	0.201
2017	10	26	0	0	0.220
2017	10	27	0	0	0.220
2017	10	28	0	0	0.220
2017	10	29	0	0	0.220
2017	10	30	0	0	0.215
2017	10	31	0	0	0.225
2017	11	1	0	0	0.217
2017	11	2	0	0	0.208
2017	11	3	0	0	0.219
2017	11	4	0	0	0.219
2017	11	5	0	0	0.219
2017	11	6	0	0	0.217
2017	11	7	0	0	0.211
2017	11	8	0	0	0.222
2017	11	9	0	0	0.224
2017	11	10	0	0	0.221
2017	11	11	0	0	0.221
2017	11	12	0	0	0.221
2017	11	13	0	0	0.208
2017	11	14	0	0	0.217
2017	11	15	0	0	0.229
2017	11	16	0	0	0.218
2017	11	17	0	0	0.217
2017	11	18	0	0	0.217
2017	11	19	0	0	0.217
2017	11	20	0	0	0.210
2017	11	21	0	0	0.223
2017	11	22	0	0	0.218
2017	11	23	0	0	0.206
2017	11	24	0	0	0.225
2017	11	25	0	0	0.225
2017	11	26	0	0	0.225
2017	11	27	0	0	0.214
2017	11	28	0	0	0.212
2017	11	29	0	0	0.226
2017	11	30	0	0	0.214
2017	12	1	0	0	0.221
2017	12	2	0	0	0.221
2017	12	3	0	0	0.221
2017	12	4	0	0	0.213
2017	12	5	0	0	0.213
2017	12	6	0	0	0.230
2017	12	7	0	0	0.202
2017	12	8	0	0	0.217
2017	12	9	0	0	0.217
2017	12	10	0	0	0.217
2017	12	11	0	0	0.211
2017	12	12	0	0	0.221
2017	12	13	0	0	0.242
2017	12	14	0	0	0.233
2017	12	15	0	0	0.224
2017	12	16	0	0	0.224
2017	12	17	0	0	0.224
2017	12	18	0	0	0.225
2017	12	19	0	0	0.226
2017	12	20	0	0	0.222
2017	12	21	0	0	0.229
2017	12	22	0	0	0.222
2017	12	23	0	0	0.222
2017	12	24	0	0	0.222
2017	12	25	0	0	0.222
2017	12	26	0	0	0.222
2017	12	27	0	0	0.228
2017	12	28	0	0	0.227
2017	12	29	0	0	0.227
2017	12	30	0	0	0.227
2017	12	31	0	0	0.227
2018	1	1	0	0	0.226
2018	1	2	0	0	0.222
2018	1	3	0	0	0.241
2018	1	4	0	0	0.204
2018	1	5	0	0	0.215
2018	1	6	0	0	0.215
2018	1	7	0	0	0.215
2018	1	8	0	0	0.230
2018	1	9	0	0	0.240
2018	1	10	0	0	0.201
2018	1	11	0	0	0.242
2018	1	12	0	0	0.225
2018	1	13	0	0	0.225
2018	1	14	0	0	0.225
2018	1	15	0	0	0.219
2018	1	16	0	0	0.213
2018	1	17	0	0	0.219
2018	1	18	0	0	0.220
2018	1	19	0	0	0.220
2018	1	20	0	0	0.220
2018	1	21	0	0	0.220
2018	1	22	0	0	0.217
2018	1	23	0	0	0.231
2018	1	24	0	0	0.229
2018	1	25	0	0	0.221
2018	1	26	0	0	0.236
2018	1	27	0	0	0.236
2018	1	28	0	0	0.236
2018	1	29	0	0	0.229
2018	1	30	0	0	0.228
2018	1	31	0	0	0.242
2018	2	1	0	0	0.247
2018	2	2	0	0	0.239
2018	2	3	0	0	0.239
2018	2	4	0	0	0.239
2018	2	5	0	0	0.231
2018	2	6	0	0	0.220
2018	2	7	0	0	0.215
2018	2	8	0	0	0.238
2018	2	9	0	0	0.245
2018	2	10	0	0	0.245
2018	2	11	0	0	0.245
2018	2	12	0	0	0.233
2018	2	13	0	0	0.230
2018	2	14	0	0	0.232
2018	2	15	0	0	0.234
2018	2	16	0	0	0.238
2018	2	17	0	0	0.238
2018	2	18	0	0	0.238
2018	2	19	0	0	0.220
2018	2	20	0	0	0.233
2018	2	21	0	0	0.239
2018	2	22	0	0	0.236
2018	2	23	0	0	0.239
2018	2	24	0	0	0.239
2018	2	25	0	0	0.239
2018	2	26	0	0	0.216
2018	2	27	0	0	0.233
2018	2	28	0	0	0.233
2018	3	1	0	0	0.255
2018	3	2	0	0	0.255
2018	3	3	0	0	0.255
2018	3	4	0	0	0.255
2018	3	5	0	0	0.252
2018	3	6	0	0	0.262
2018	3	7	0	0	0.263
2018	3	8	0	0	0.259
2018	3	9	0	0	0.254
2018	3	10	0	0	0.254
2018	3	11	0	0	0.254
2018	3	12	0	0	0.244
2018	3	13	0	0	0.233
2018	3	14	0	0	0.243
2018	3	15	0	0	0.233
2018	3	16	0	0	0.239
2018	3	17	0	0	0.239
2018	3	18	0	0	0.239
2018	3	19	0	0	0.220
2018	3	20	0	0	0.233
2018	3	21	0	0	0.233
2018	3	22	0	0	0.231
2018	3	23	0	0	0.236
2018	3	24	0	0	0.236
2018	3	25	0	0	0.236
2018	3	26	0	0	0.242
2018	3	27	0	0	0.223
2018	3	28	0	0	0.241
2018	3	29	0	0	0.234
2018	3	30	0	0	0.234
2018	3	31	0	0	0.234
2018	4	1	0	0	0.234
2018	4	2	0	0	0.234
2018	4	3	0	0	0.237
2018	4	4	0	0	0.228
2018	4	5	0	0	0.251
2018	4	6	0	0	0.229
2018	4	7	0	0	0.229
2018	4	8	0	0	0.229
2018	4	9	0	0	0.248
2018	4	10	0	0	0.212
2018	4	11	0	0	0.239
2018	4	12	0	0	0.246
2018	4	13	0	0	0.235
2018	4	14	0	0	0.235
2018	4	15	0	0	0.235
2018	4	16	0	0	0.238
2018	4	17	0	0	0.227
2018	4	18	0	0	0.230
2018	4	19	0	0	0.237
2018	4	20	0	0	0.232
2018	4	21	0	0	0.232
2018	4	22	0	0	0.232
2018	4	23	0	0	0.241
2018	4	24	0	0	0.212
2018	4	25	0	0	0.231
2018	4	26	0	0	0.231
2018	4	27	0	0	0.231
2018	4	28	0	0	0.231
2018	4	29	0	0	0.231
2018	4	30	0	0	0.237
2018	5	1	0	0	0.223
2018	5	2	0	0	0.222
2018	5	3	0	0	0.227
2018	5	4	0	0	0.226
2018	5	5	0	0	0.226
2018	5	6	0	0	0.226
2018	5	7	0	0	0.226
2018	5	8	0	0	0.251
2018	5	9	0	0	0.237
2018	5	10	0	0	0.226
2018	5	11	0	0	0.232
2018	5	12	0	0	0.232
2018	5	13	0	0	0.232
2018	5	14	0	0	0.234
2018	5	15	0	0	0.232
2018	5	16	0	0	0.204
2018	5	17	0	0	0.243
2018	5	18	0	0	0.248
2018	5	19	0	0	0.248
2018	5	20	0	0	0.248
2018	5	21	0	0	0.221
2018	5	22	0	0	0.231
2018	5	23	0	0	0.236
2018	5	24	0	0	0.239
2018	5	25	0	0	0.250
2018	5	26	0	0	0.250
2018	5	27	0	0	0.250
2018	5	28	0	0	0.250
2018	5	29	0	0	0.251
2018	5	30	0	0	0.224
2018	5	31	0	0	0.217
2018	6	1	0	0	0.242
2018	6	2	0	0	0.242
2018	6	3	0	0	0.242
2018	6	4	0	0	0.231
2018	6	5	0	0	0.239
2018	6	6	0	0	0.238
2018	6	7	0	0	0.242
2018	6	8	0	0	0.253
2018	6	9	0	0	0.253
2018	6	10	0	0	0.253
2018	6	11	0	0	0.244
2018	6	12	0	0	0.244
2018	6	13	0	0	0.236
2018	6	14	0	0	0.237
2018	6	15	0	0	0.225
2018	6	16	0	0	0.225
2018	6	17	0	0	0.225
2018	6	18	0	0	0.228
2018	6	19	0	0	0.229
2018	6	20	0	0	0.221
2018	6	21	0	0	0.231
2018	6	22	0	0	0.247
2018	6	23	0	0	0.247
2018	6	24	0	0	0.247
2018	6	25	0	0	0.251
2018	6	26	0	0	0.249
2018	6	27	0	0	0.263
2018	6	28	0	0	0.260
2018	6	29	0	0	0.262
2018	6	30	0	0	0.262
2018	7	1	0	0	0.262
2018	7	2	0	0	0.252
2018	7	3	0	0	0.261
2018	7	4	0	0	0.256
2018	7	5	0	0	0.257
2018	7	6	0	0	0.250
2018	7	7	0	0	0.250
2018	7	8	0	0	0.250
2018	7	9	0	0	0.254
2018	7	10	0	0	0.256
2018	7	11	0	0	0.252
2018	7	12	0	0	0.255
2018	7	13	0	0	0.247
2018	7	14	0	0	0.247
2018	7	15	0	0	0.247
2018	7	16	0	0	0.246
2018	7	17	0	0	0.241
2018	7	18	0	0	0.246
2018	7	19	0	0	0.245
2018	7	20	0	0	0.235
2018	7	21	0	0	0.235
2018	7	22	0	0	0.235
2018	7	23	0	0	0.227
2018	7	24	0	0	0.250
2018	7	25	0	0	0.217
2018	7	26	0	0	0.254
2018	7	27	0	0	0.228
2018	7	28	0	0	0.228
2018	7	29	0	0	0.228
2018	7	30	0	0	0.232
2018	7	31	0	0	0.230
2018	8	1	0	0	0.221
2018	8	2	0	0	0.236
2018	8	3	0	0	0.228
2018	8	4	0	0	0.228
2018	8	5	0	0	0.228
2018	8	6	0	0	0.228
2018	8	7	0	0	0.225
2018	8	8	0	0	0.242
2018	8	9	0	0	0.237
2018	8	10	0	0	0.236
2018	8	11	0	0	0.236
2018	8	12	0	0	0.236
2018	8	13	0	0	0.227
2018	8	14	0	0	0.242
2018	8	15	0	0	0.225
2018	8	16	0	0	0.242
2018	8	17	0	0	0.223
2018	8	18	0	0	0.223
2018	8	19	0	0	0.223
2018	8	20	0	0	0.231
2018	8	21	0	0	0.244
2018	8	22	0	0	0.243
2018	8	23	0	0	0.243
2018	8	24	0	0	0.228
2018	8	25	0	0	0.228
2018	8	26	0	0	0.228
2018	8	27	0	0	0.228
2018	8	28	0	0	0.228
2018	8	29	0	0	0.238
2018	8	30	0	0	0.252
2018	8	31	0	0	0.221
2018	9	1	0	0	0.221
2018	9	2	0	0	0.221
2018	9	3	0	0	0.225
2018	9	4	0	0	0.245
2018	9	5	0	0	0.228
2018	9	6	0	0	0.231
2018	9	7	0	0	0.229
2018	9	8	0	0	0.229
2018	9	9	0	0	0.229
2018	9	10	0	0	0.238
2018	9	11	0	0	0.230
2018	9	12	0	0	0.234
2018	9	13	0	0	0.222
2018	9	14	0	0	0.227
2018	9	15	0	0	0.227
2018	9	16	0	0	0.227
2018	9	17	0	0	0.233
2018	9	18	0	0	0.224
2018	9	19	0	0	0.218
2018	9	20	0	0	0.244
2018	9	21	0	0	0.223
2018	9	22	0	0	0.223
2018	9	23	0	0	0.223
2018	9	24	0	0	0.230
2018	9	25	0	0	0.216
2018	9	26	0	0	0.231
2018	9	27	0	0	0.219
2018	9	28	0	0	0.223
2018	9	29	0	0	0.223
2018	9	30	0	0	0.223
2018	10	1	0	0	0.223
2018	10	2	0	0	0.223
